Category,ID,Latitude,Longitude,Date,Orbit Number,Build ID,Scene ID,ECO4WUE_001_Water_Use_Efficiency_WUEavg
NMEG,US-Ses,34.3349,-106.7442,2020-06-11 01:06:33 UTC,10949,601,11,0.3490487
NMEG,US-Ses,34.3349,-106.7442,2020-06-17 14:36:04 UTC,11051,601,2,0.4161256
NMEG,US-Ses,34.3349,-106.7442,2020-06-21 13:01:27 UTC,11112,601,2,0.3308506
NMEG,US-Ses,34.3349,-106.7442,2020-06-22 20:22:02 UTC,11132,601,11,0.5754411
NMEG,US-Ses,34.3349,-106.7442,2020-06-30 17:12:38 UTC,11254,601,11,0.4442269
NMEG,US-Ses,34.3349,-106.7442,2020-07-04 15:37:51 UTC,11315,601,5,0.4161053
NMEG,US-Ses,34.3349,-106.7442,2020-07-04 15:38:43 UTC,11315,601,6,0.414986
NMEG,US-Ses,34.3349,-106.7442,2020-07-08 14:04:46 UTC,11376,601,12,0.362259
NMEG,US-Ses,34.3349,-106.7442,2020-07-25 23:37:47 UTC,11646,601,2,0.2537729
NMEG,US-Ses,34.3349,-106.7442,2020-07-29 22:02:59 UTC,11707,601,2,0.5095164
NMEG,US-Ses,34.3349,-106.7442,2020-07-30 21:16:08 UTC,11722,601,2,0.4259661
NMEG,US-Ses,34.3349,-106.7442,2020-08-06 18:56:16 UTC,11829,601,4,0.2335928
NMEG,US-Ses,34.3349,-106.7442,2020-08-07 18:09:22 UTC,11844,601,4,0.2411946
NMEG,US-Ses,34.3349,-106.7442,2020-08-10 17:22:42 UTC,11890,601,4,0.260723
NMEG,US-Ses,34.3349,-106.7442,2020-08-14 15:49:06 UTC,11951,601,4,0.2478919
NMEG,US-Ses,34.3349,-106.7442,2020-08-16 22:22:47 UTC,11986,601,13,0.3221197
NMEG,US-Ses,34.3349,-106.7442,2020-08-18 14:15:29 UTC,12012,601,5,0.1699091
NMEG,US-Ses,34.3349,-106.7442,2020-08-22 12:42:17 UTC,12073,601,2,0.0187606
NMEG,US-Ses,34.3349,-106.7442,2020-08-24 19:15:34 UTC,12108,601,7,0.4504783
NMEG,US-Ses,34.3349,-106.7442,2020-08-28 17:41:54 UTC,12169,601,12,0.3999814
NMEG,US-Ses,34.3349,-106.7442,2020-09-23 00:15:02 UTC,12561,601,2,1.0639898
NMEG,US-Ses,34.3349,-106.7442,2020-09-26 22:43:00 UTC,12622,601,5,1.4772623
NMEG,US-Ses,34.3349,-106.7442,2020-09-27 21:56:16 UTC,12637,601,5,1.5995535
NMEG,US-Ses,34.3349,-106.7442,2020-09-30 21:10:57 UTC,12683,601,5,0.7686682
NMEG,US-Ses,34.3349,-106.7442,2020-10-01 20:23:56 UTC,12698,601,4,0.8141839
NMEG,US-Ses,34.3349,-106.7442,2020-10-05 18:51:33 UTC,12759,601,4,1.8164196
NMEG,US-Ses,34.3349,-106.7442,2020-10-09 17:18:16 UTC,12820,601,2,0.7172714
NMEG,US-Ses,34.3349,-106.7442,2020-10-12 16:31:22 UTC,12866,601,4,0.7363615
NMEG,US-Ses,34.3349,-106.7442,2020-10-13 15:44:12 UTC,12881,601,4,0.7330524
NMEG,US-Ses,34.3349,-106.7442,2020-10-16 14:57:09 UTC,12927,601,4,0.5429547
NMEG,US-Ses,34.3349,-106.7442,2020-10-17 14:10:01 UTC,12942,601,4,0.445009
NMEG,US-Ses,34.3349,-106.7442,2020-10-22 19:56:23 UTC,13023,601,12,0.8704663
NMEG,US-Ses,34.3349,-106.7442,2020-10-30 16:47:52 UTC,13145,601,6,0.6910617
NMEG,US-Ses,34.3349,-106.7442,2020-11-03 15:13:29 UTC,13206,601,6,0.2206929
NMEG,US-Ses,34.3349,-106.7442,2020-11-24 23:18:23 UTC,13537,601,3,0.3778628
NMEG,US-Ses,34.3349,-106.7442,2020-12-02 20:11:02 UTC,13659,601,3,1.1245531
NMEG,US-Ses,34.3349,-106.7442,2020-12-06 18:37:27 UTC,13720,601,2,0.3331251
NMEG,US-Ses,34.3349,-106.7442,2020-12-24 18:56:23 UTC,13999,601,12,0.1217149
NMEG,US-Ses,34.3349,-106.7442,2020-12-28 17:22:29 UTC,14060,601,9,0.1522622
NMEG,US-Vcm,35.8884,-106.5321,2018-08-14 17:30:33 UTC,605,601,3,0.744885
NMEG,US-Vcm,35.8884,-106.5321,2018-08-19 22:53:50 UTC,686,601,14,0.8446328
NMEG,US-Vcm,35.8884,-106.5321,2018-08-20 15:31:24 UTC,697,601,4,0.7153144
NMEG,US-Vcm,35.8884,-106.5321,2018-08-20 15:32:16 UTC,697,601,5,0.726895
NMEG,US-Vcm,35.8884,-106.5321,2018-08-27 12:40:54 UTC,804,601,3,0.039656
NMEG,US-Vcm,35.8884,-106.5321,2018-09-08 15:13:02 UTC,992,601,7,0.9403844
NMEG,US-Vcm,35.8884,-106.5321,2018-09-12 13:21:05 UTC,1053,601,6,0.5687179
NMEG,US-Vcm,35.8884,-106.5321,2018-09-27 00:18:34 UTC,1278,601,3,0.7685785
NMEG,US-Vcm,35.8884,-106.5321,2019-05-25 01:11:06 UTC,5009,601,3,0.7598925
NMEG,US-Vcm,35.8884,-106.5321,2019-06-12 17:34:35 UTC,5299,601,3,0.7333648
NMEG,US-Vcm,35.8884,-106.5321,2019-06-16 15:53:10 UTC,5360,601,3,0.8752111
NMEG,US-Vcm,35.8884,-106.5321,2019-06-21 21:29:13 UTC,5441,601,5,1.2956115
NMEG,US-Vcm,35.8884,-106.5321,2019-06-25 19:48:07 UTC,5502,601,5,1.2309158
NMEG,US-Vcm,35.8884,-106.5321,2019-07-03 16:25:23 UTC,5624,601,4,0.7229742
NMEG,US-Vcm,35.8884,-106.5321,2019-07-10 13:53:53 UTC,5731,601,6,0.7202585
NMEG,US-Vcm,35.8884,-106.5321,2019-07-14 12:13:07 UTC,5792,601,4,0.1657172
NMEG,US-Vcm,35.8884,-106.5321,2019-07-26 23:51:46 UTC,5986,601,3,0.5415909
NMEG,US-Vcm,35.8884,-106.5321,2019-08-13 00:26:54 UTC,6250,601,4,0.8399558
NMEG,US-Vcm,35.8884,-106.5321,2019-08-17 15:27:38 UTC,6322,601,3,0.9925396
NMEG,US-Vcm,35.8884,-106.5321,2019-08-21 13:49:28 UTC,6383,601,3,0.7364335
NMEG,US-Vcm,35.8884,-106.5321,2019-08-31 17:02:50 UTC,6540,601,8,0.9110538
NMEG,US-Vcm,35.8884,-106.5321,2019-09-03 16:13:36 UTC,6586,601,11,0.8333355
NMEG,US-Vcm,35.8884,-106.5321,2019-09-24 00:44:24 UTC,6902,601,3,0.262895
NMEG,US-Vcm,35.8884,-106.5321,2019-10-05 19:52:48 UTC,7085,601,3,1.4171062
NMEG,US-Vcm,35.8884,-106.5321,2019-10-09 18:14:39 UTC,7146,601,2,0.9059147
NMEG,US-Vcm,35.8884,-106.5321,2019-10-16 15:48:45 UTC,7253,601,3,0.5707808
NMEG,US-Vcm,35.8884,-106.5321,2019-10-20 14:11:08 UTC,7314,601,3,2.3612883
NMEG,US-Vcm,35.8884,-106.5321,2019-10-22 20:41:42 UTC,7349,601,10,1.0401764
NMEG,US-Vcm,35.8884,-106.5321,2019-10-26 19:04:06 UTC,7410,601,10,0.4097467
NMEG,US-Vcm,35.8884,-106.5321,2019-11-03 15:48:45 UTC,7532,601,11,0.4936051
NMEG,US-Vcm,35.8884,-106.5321,2020-04-29 17:37:06 UTC,10293,601,10,0.1401526
NMEG,US-Vcm,35.8884,-106.5321,2020-05-03 16:02:50 UTC,10354,601,5,0.7020833
NMEG,US-Vcm,35.8884,-106.5321,2020-05-21 01:38:32 UTC,10624,601,3,0.6108504
NMEG,US-Vcm,35.8884,-106.5321,2020-05-25 00:04:05 UTC,10685,601,3,1.5106102
NMEG,US-Vcm,35.8884,-106.5321,2020-06-08 01:52:54 UTC,10903,601,13,0.4037563
NMEG,US-Vcm,35.8884,-106.5321,2020-06-09 17:46:12 UTC,10929,601,3,1.0428921
NMEG,US-Vcm,35.8884,-106.5321,2020-06-12 00:18:22 UTC,10964,601,8,0.9754496
NMEG,US-Vcm,35.8884,-106.5321,2020-06-17 14:36:04 UTC,11051,601,2,0.6722124
NMEG,US-Vcm,35.8884,-106.5321,2020-06-19 21:08:48 UTC,11086,601,11,1.1708305
NMEG,US-Vcm,35.8884,-106.5321,2020-06-21 13:01:27 UTC,11112,601,2,0.7058663
NMEG,US-Vcm,35.8884,-106.5321,2020-06-27 17:59:24 UTC,11208,601,11,1.0497612
NMEG,US-Vcm,35.8884,-106.5321,2020-07-05 14:50:45 UTC,11330,601,9,1.3503422
NMEG,US-Vcm,35.8884,-106.5321,2020-07-09 13:16:49 UTC,11391,601,10,0.5744273
NMEG,US-Vcm,35.8884,-106.5321,2020-08-10 17:23:34 UTC,11890,601,5,0.8968743
NMEG,US-Vcm,35.8884,-106.5321,2020-08-14 15:49:58 UTC,11951,601,5,1.226517
NMEG,US-Vcm,35.8884,-106.5321,2020-08-18 14:16:21 UTC,12012,601,6,0.6497921
NMEG,US-Vcm,35.8884,-106.5321,2020-09-09 13:00:32 UTC,12352,601,6,0.1495832
NMEG,US-Vcm,35.8884,-106.5321,2020-09-26 22:43:52 UTC,12622,601,6,2.7184784
NMEG,US-Vcm,35.8884,-106.5321,2020-09-30 21:10:57 UTC,12683,601,5,1.3243037
NMEG,US-Vcm,35.8884,-106.5321,2020-10-04 19:39:10 UTC,12744,601,5,1.5188833
NMEG,US-Vcm,35.8884,-106.5321,2020-10-08 18:06:16 UTC,12805,601,5,1.4075142
NMEG,US-Vcm,35.8884,-106.5321,2020-10-11 23:50:53 UTC,12855,601,11,0.9648609
NMEG,US-Vcm,35.8884,-106.5321,2020-10-12 16:32:14 UTC,12866,601,5,1.0838242
NMEG,US-Vcm,35.8884,-106.5321,2020-10-16 14:58:01 UTC,12927,601,5,0.9607245
NMEG,US-Vcm,35.8884,-106.5321,2020-10-22 19:56:23 UTC,13023,601,12,2.1462338
NMEG,US-Vcm,35.8884,-106.5321,2020-10-30 16:47:52 UTC,13145,601,6,1.2312224
NMEG,US-Vcm,35.8884,-106.5321,2020-12-06 18:38:19 UTC,13720,601,3,0.120579
NMEG,US-Vcp,35.8642,-106.5967,2018-08-07 20:20:54 UTC,498,601,3,0.7045392
NMEG,US-Vcp,35.8642,-106.5967,2018-08-14 17:30:33 UTC,605,601,3,0.8261994
NMEG,US-Vcp,35.8642,-106.5967,2018-08-19 22:53:50 UTC,686,601,14,0.8569583
NMEG,US-Vcp,35.8642,-106.5967,2018-08-20 15:31:24 UTC,697,601,4,0.7571974
NMEG,US-Vcp,35.8642,-106.5967,2018-08-27 12:40:54 UTC,804,601,3,0.0478952
NMEG,US-Vcp,35.8642,-106.5967,2018-09-08 15:13:02 UTC,992,601,7,1.2408727
NMEG,US-Vcp,35.8642,-106.5967,2018-09-12 13:21:05 UTC,1053,601,6,0.6250268
NMEG,US-Vcp,35.8642,-106.5967,2018-09-27 00:18:34 UTC,1278,601,3,0.8329914
NMEG,US-Vcp,35.8642,-106.5967,2019-02-26 18:50:14 UTC,3653,601,7,1.1541833
NMEG,US-Vcp,35.8642,-106.5967,2019-03-05 16:06:33 UTC,3760,601,7,1.0783578
NMEG,US-Vcp,35.8642,-106.5967,2019-05-25 01:11:06 UTC,5009,601,3,0.718786
NMEG,US-Vcp,35.8642,-106.5967,2019-05-28 23:29:46 UTC,5070,601,5,1.4156516
NMEG,US-Vcp,35.8642,-106.5967,2019-06-12 17:34:35 UTC,5299,601,3,0.7989919
NMEG,US-Vcp,35.8642,-106.5967,2019-06-16 15:53:10 UTC,5360,601,3,1.3111318
NMEG,US-Vcp,35.8642,-106.5967,2019-06-19 15:01:07 UTC,5406,601,3,1.1228837
NMEG,US-Vcp,35.8642,-106.5967,2019-06-21 21:29:13 UTC,5441,601,5,1.231946
NMEG,US-Vcp,35.8642,-106.5967,2019-06-25 19:48:07 UTC,5502,601,5,1.2584802
NMEG,US-Vcp,35.8642,-106.5967,2019-07-02 17:14:47 UTC,5609,601,7,1.3091421
NMEG,US-Vcp,35.8642,-106.5967,2019-07-03 16:25:23 UTC,5624,601,4,0.7709572
NMEG,US-Vcp,35.8642,-106.5967,2019-07-10 13:53:53 UTC,5731,601,6,0.707498
NMEG,US-Vcp,35.8642,-106.5967,2019-07-26 23:51:46 UTC,5986,601,3,0.5402387
NMEG,US-Vcp,35.8642,-106.5967,2019-08-13 00:26:54 UTC,6250,601,4,0.6740671
NMEG,US-Vcp,35.8642,-106.5967,2019-08-17 15:27:38 UTC,6322,601,3,0.8149456
NMEG,US-Vcp,35.8642,-106.5967,2019-08-21 13:49:28 UTC,6383,601,3,0.6873496
NMEG,US-Vcp,35.8642,-106.5967,2019-08-31 17:02:50 UTC,6540,601,8,0.8658252
NMEG,US-Vcp,35.8642,-106.5967,2019-09-03 16:13:36 UTC,6586,601,11,0.7608494
NMEG,US-Vcp,35.8642,-106.5967,2019-09-24 00:44:24 UTC,6902,601,3,0.2278573
NMEG,US-Vcp,35.8642,-106.5967,2019-10-05 19:52:48 UTC,7085,601,3,1.2000291
NMEG,US-Vcp,35.8642,-106.5967,2019-10-09 18:14:39 UTC,7146,601,2,0.9145409
NMEG,US-Vcp,35.8642,-106.5967,2019-10-16 15:48:45 UTC,7253,601,3,0.8632686
NMEG,US-Vcp,35.8642,-106.5967,2019-10-22 20:41:42 UTC,7349,601,10,0.9300486
NMEG,US-Vcp,35.8642,-106.5967,2019-10-26 19:04:06 UTC,7410,601,10,0.4012281
NMEG,US-Vcp,35.8642,-106.5967,2019-11-03 15:48:45 UTC,7532,601,11,0.8629727
NMEG,US-Vcp,35.8642,-106.5967,2020-01-06 14:49:08 UTC,8524,601,10,0.2413182
NMEG,US-Vcp,35.8642,-106.5967,2020-03-09 13:45:01 UTC,9500,601,8,0.9139122
NMEG,US-Vcp,35.8642,-106.5967,2020-04-03 20:20:05 UTC,9892,601,3,0.4148988
NMEG,US-Vcp,35.8642,-106.5967,2020-04-07 18:48:25 UTC,9953,601,3,0.5736982
NMEG,US-Vcp,35.8642,-106.5967,2020-04-15 15:44:40 UTC,10075,601,3,1.3654072
NMEG,US-Vcp,35.8642,-106.5967,2020-04-23 12:38:36 UTC,10197,601,3,0.1356687
NMEG,US-Vcp,35.8642,-106.5967,2020-04-29 17:37:06 UTC,10293,601,10,0.5036295
NMEG,US-Vcp,35.8642,-106.5967,2020-05-03 16:02:50 UTC,10354,601,5,0.7744654
NMEG,US-Vcp,35.8642,-106.5967,2020-05-21 01:38:32 UTC,10624,601,3,0.453933
NMEG,US-Vcp,35.8642,-106.5967,2020-05-25 00:04:05 UTC,10685,601,3,1.169706
NMEG,US-Vcp,35.8642,-106.5967,2020-06-08 01:52:54 UTC,10903,601,13,0.3911762
NMEG,US-Vcp,35.8642,-106.5967,2020-06-09 17:45:20 UTC,10929,601,2,1.0705354
NMEG,US-Vcp,35.8642,-106.5967,2020-06-12 00:18:22 UTC,10964,601,8,0.8752314
NMEG,US-Vcp,35.8642,-106.5967,2020-06-15 22:43:41 UTC,11025,601,13,1.5660638
NMEG,US-Vcp,35.8642,-106.5967,2020-06-17 14:36:04 UTC,11051,601,2,0.8073506
NMEG,US-Vcp,35.8642,-106.5967,2020-06-19 21:08:48 UTC,11086,601,11,0.8452562
NMEG,US-Vcp,35.8642,-106.5967,2020-06-21 13:01:27 UTC,11112,601,2,0.8524469
NMEG,US-Vcp,35.8642,-106.5967,2020-06-24 12:14:42 UTC,11158,601,3,0.1812105
NMEG,US-Vcp,35.8642,-106.5967,2020-06-27 17:59:24 UTC,11208,601,11,0.8201563
NMEG,US-Vcp,35.8642,-106.5967,2020-07-05 14:50:45 UTC,11330,601,9,0.6321046
NMEG,US-Vcp,35.8642,-106.5967,2020-07-09 13:16:49 UTC,11391,601,10,0.4909841
NMEG,US-Vcp,35.8642,-106.5967,2020-08-14 15:49:58 UTC,11951,601,5,1.4064071
NMEG,US-Vcp,35.8642,-106.5967,2020-08-18 14:16:21 UTC,12012,601,6,0.5742642
NMEG,US-Vcp,35.8642,-106.5967,2020-08-28 17:41:54 UTC,12169,601,12,0.8577242
NMEG,US-Vcp,35.8642,-106.5967,2020-09-09 13:00:32 UTC,12352,601,6,0.2036395
NMEG,US-Vcp,35.8642,-106.5967,2020-09-30 21:10:57 UTC,12683,601,5,0.9042154
NMEG,US-Vcp,35.8642,-106.5967,2020-10-04 19:39:10 UTC,12744,601,5,0.8979909
NMEG,US-Vcp,35.8642,-106.5967,2020-10-08 18:06:16 UTC,12805,601,5,1.0143057
NMEG,US-Vcp,35.8642,-106.5967,2020-10-12 16:32:14 UTC,12866,601,5,0.9884411
NMEG,US-Vcp,35.8642,-106.5967,2020-10-22 19:56:23 UTC,13023,601,12,1.0363959
NMEG,US-Vcp,35.8642,-106.5967,2020-10-30 16:47:52 UTC,13145,601,6,1.2598128
NMEG,US-Vcp,35.8642,-106.5967,2020-11-28 21:45:15 UTC,13598,601,3,1.0107068
NMEG,US-Vcp,35.8642,-106.5967,2020-12-06 18:38:19 UTC,13720,601,3,0.7667177
NMEG,US-Vcs,35.9193,-106.6142,2018-08-14 17:30:33 UTC,605,601,3,0.9585884
NMEG,US-Vcs,35.9193,-106.6142,2018-08-19 22:53:50 UTC,686,601,14,0.8982062
NMEG,US-Vcs,35.9193,-106.6142,2018-08-20 15:31:24 UTC,697,601,4,0.9602201
NMEG,US-Vcs,35.9193,-106.6142,2018-08-27 12:40:54 UTC,804,601,3,0.0768581
NMEG,US-Vcs,35.9193,-106.6142,2018-09-08 15:13:02 UTC,992,601,7,1.3847063
NMEG,US-Vcs,35.9193,-106.6142,2018-09-12 13:21:05 UTC,1053,601,6,0.833189
NMEG,US-Vcs,35.9193,-106.6142,2019-02-13 00:23:30 UTC,3439,601,7,0.0613223
NMEG,US-Vcs,35.9193,-106.6142,2019-02-26 18:50:14 UTC,3653,601,7,2.0561609
NMEG,US-Vcs,35.9193,-106.6142,2019-03-05 16:06:33 UTC,3760,601,7,2.6240058
NMEG,US-Vcs,35.9193,-106.6142,2019-05-25 01:11:06 UTC,5009,601,3,1.3488203
NMEG,US-Vcs,35.9193,-106.6142,2019-05-28 23:29:46 UTC,5070,601,5,2.2426097
NMEG,US-Vcs,35.9193,-106.6142,2019-06-12 17:34:35 UTC,5299,601,3,1.071314
NMEG,US-Vcs,35.9193,-106.6142,2019-06-16 15:53:10 UTC,5360,601,3,0.8471533
NMEG,US-Vcs,35.9193,-106.6142,2019-06-19 15:01:07 UTC,5406,601,3,1.4854931
NMEG,US-Vcs,35.9193,-106.6142,2019-06-21 21:29:13 UTC,5441,601,5,1.3464171
NMEG,US-Vcs,35.9193,-106.6142,2019-06-25 19:48:07 UTC,5502,601,5,1.3278052
NMEG,US-Vcs,35.9193,-106.6142,2019-07-03 16:25:23 UTC,5624,601,4,0.824083
NMEG,US-Vcs,35.9193,-106.6142,2019-07-10 13:53:53 UTC,5731,601,6,0.8172192
NMEG,US-Vcs,35.9193,-106.6142,2019-07-14 12:13:07 UTC,5792,601,4,0.1586396
NMEG,US-Vcs,35.9193,-106.6142,2019-07-29 23:00:08 UTC,6032,601,3,0.5498278
NMEG,US-Vcs,35.9193,-106.6142,2019-08-13 00:26:54 UTC,6250,601,4,0.7686158
NMEG,US-Vcs,35.9193,-106.6142,2019-08-17 15:27:38 UTC,6322,601,3,0.9363505
NMEG,US-Vcs,35.9193,-106.6142,2019-08-21 13:49:28 UTC,6383,601,3,0.758961
NMEG,US-Vcs,35.9193,-106.6142,2019-08-23 20:19:32 UTC,6418,600,10,1.0791477
NMEG,US-Vcs,35.9193,-106.6142,2019-08-31 17:02:50 UTC,6540,601,8,0.8689281
NMEG,US-Vcs,35.9193,-106.6142,2019-09-03 16:13:36 UTC,6586,601,11,0.7652988
NMEG,US-Vcs,35.9193,-106.6142,2019-09-07 14:34:48 UTC,6647,601,5,0.9749748
NMEG,US-Vcs,35.9193,-106.6142,2019-10-05 19:52:48 UTC,7085,601,3,1.6154406
NMEG,US-Vcs,35.9193,-106.6142,2019-10-09 18:14:39 UTC,7146,601,2,1.6250651
NMEG,US-Vcs,35.9193,-106.6142,2019-10-16 15:48:45 UTC,7253,601,3,1.401732
NMEG,US-Vcs,35.9193,-106.6142,2019-10-20 14:11:08 UTC,7314,601,3,5.1867013
NMEG,US-Vcs,35.9193,-106.6142,2019-10-22 20:41:42 UTC,7349,601,10,1.4777347
NMEG,US-Vcs,35.9193,-106.6142,2019-10-26 19:04:06 UTC,7410,601,10,0.6845291
NMEG,US-Vcs,35.9193,-106.6142,2019-11-03 15:48:45 UTC,7532,601,11,1.503818
NMEG,US-Vcs,35.9193,-106.6142,2019-12-01 21:09:46 UTC,7970,601,2,1.4838133
NMEG,US-Vcs,35.9193,-106.6142,2020-01-06 14:49:08 UTC,8524,601,10,0.8099199
NMEG,US-Vcs,35.9193,-106.6142,2020-02-08 18:08:08 UTC,9038,601,3,0.882435
NMEG,US-Vcs,35.9193,-106.6142,2020-02-18 21:33:42 UTC,9195,601,13,0.8089882
NMEG,US-Vcs,35.9193,-106.6142,2020-03-09 13:45:01 UTC,9500,601,8,0.9278371
NMEG,US-Vcs,35.9193,-106.6142,2020-04-07 18:48:25 UTC,9953,601,3,0.9591227
NMEG,US-Vcs,35.9193,-106.6142,2020-04-15 15:44:40 UTC,10075,601,3,2.3321269
NMEG,US-Vcs,35.9193,-106.6142,2020-04-29 17:37:06 UTC,10293,601,10,0.6593465
NMEG,US-Vcs,35.9193,-106.6142,2020-05-03 16:02:50 UTC,10354,601,5,1.1322273
NMEG,US-Vcs,35.9193,-106.6142,2020-05-21 01:38:32 UTC,10624,601,3,0.7455346
NMEG,US-Vcs,35.9193,-106.6142,2020-05-25 00:04:05 UTC,10685,601,3,1.2903759
NMEG,US-Vcs,35.9193,-106.6142,2020-06-08 01:52:54 UTC,10903,601,13,0.3936779
NMEG,US-Vcs,35.9193,-106.6142,2020-06-09 17:45:20 UTC,10929,601,2,1.0184422
NMEG,US-Vcs,35.9193,-106.6142,2020-06-09 17:46:12 UTC,10929,601,3,1.0533242
NMEG,US-Vcs,35.9193,-106.6142,2020-06-12 00:18:22 UTC,10964,601,8,0.8506715
NMEG,US-Vcs,35.9193,-106.6142,2020-06-15 22:43:41 UTC,11025,601,13,0.871412
NMEG,US-Vcs,35.9193,-106.6142,2020-06-19 21:08:48 UTC,11086,601,11,0.8904015
NMEG,US-Vcs,35.9193,-106.6142,2020-06-21 13:01:27 UTC,11112,601,2,1.0262089
NMEG,US-Vcs,35.9193,-106.6142,2020-06-24 12:14:42 UTC,11158,601,3,0.2125921
NMEG,US-Vcs,35.9193,-106.6142,2020-06-27 17:59:24 UTC,11208,601,11,0.7032611
NMEG,US-Vcs,35.9193,-106.6142,2020-07-05 14:50:45 UTC,11330,601,9,0.5549395
NMEG,US-Vcs,35.9193,-106.6142,2020-07-09 13:16:49 UTC,11391,601,10,0.430879
NMEG,US-Vcs,35.9193,-106.6142,2020-08-14 15:49:58 UTC,11951,601,5,1.1223236
NMEG,US-Vcs,35.9193,-106.6142,2020-08-18 14:16:21 UTC,12012,601,6,0.6924139
NMEG,US-Vcs,35.9193,-106.6142,2020-08-28 17:41:54 UTC,12169,601,12,1.971579
NMEG,US-Vcs,35.9193,-106.6142,2020-09-09 13:00:32 UTC,12352,601,6,0.2453338
NMEG,US-Vcs,35.9193,-106.6142,2020-09-30 21:10:57 UTC,12683,601,5,1.3901216
NMEG,US-Vcs,35.9193,-106.6142,2020-10-04 19:39:10 UTC,12744,601,5,1.5641853
NMEG,US-Vcs,35.9193,-106.6142,2020-10-08 18:06:16 UTC,12805,601,5,1.5017418
NMEG,US-Vcs,35.9193,-106.6142,2020-10-12 16:32:14 UTC,12866,601,5,1.3727396
NMEG,US-Vcs,35.9193,-106.6142,2020-10-16 14:58:01 UTC,12927,601,5,1.3408854
NMEG,US-Vcs,35.9193,-106.6142,2020-10-22 19:56:23 UTC,13023,601,12,1.8436588
NMEG,US-Vcs,35.9193,-106.6142,2020-10-30 16:47:52 UTC,13145,601,6,1.9468106
NMEG,US-Vcs,35.9193,-106.6142,2020-11-28 21:45:15 UTC,13598,601,3,1.4364741
NMEG,US-Vcs,35.9193,-106.6142,2020-12-06 18:38:19 UTC,13720,601,3,1.1064762
NMEG,US-Wjs,34.4255,-105.8615,2018-07-29 00:10:30 UTC,345,601,1,0.5195193
NMEG,US-Wjs,34.4255,-105.8615,2018-08-04 21:20:21 UTC,452,601,3,0.5610139
NMEG,US-Wjs,34.4255,-105.8615,2018-08-07 20:20:54 UTC,498,601,3,0.3541682
NMEG,US-Wjs,34.4255,-105.8615,2018-08-14 17:30:33 UTC,605,601,3,0.2942724
NMEG,US-Wjs,34.4255,-105.8615,2018-08-19 22:54:42 UTC,686,601,15,0.422841
NMEG,US-Wjs,34.4255,-105.8615,2018-08-24 13:39:49 UTC,758,601,3,0.1823795
NMEG,US-Wjs,34.4255,-105.8615,2018-09-08 15:13:02 UTC,992,601,7,0.5303614
NMEG,US-Wjs,34.4255,-105.8615,2018-09-27 00:18:34 UTC,1278,601,3,0.4488365
NMEG,US-Wjs,34.4255,-105.8615,2019-02-25 19:41:50 UTC,3638,601,7,0.1206096
NMEG,US-Wjs,34.4255,-105.8615,2019-03-04 16:58:09 UTC,3745,601,7,0.2785742
NMEG,US-Wjs,34.4255,-105.8615,2019-05-26 00:21:06 UTC,5024,601,4,0.6513921
NMEG,US-Wjs,34.4255,-105.8615,2019-06-09 18:25:59 UTC,5253,601,2,0.7522593
NMEG,US-Wjs,34.4255,-105.8615,2019-06-12 17:33:43 UTC,5299,601,2,0.6303839
NMEG,US-Wjs,34.4255,-105.8615,2019-06-16 15:53:10 UTC,5360,601,3,0.6144609
NMEG,US-Wjs,34.4255,-105.8615,2019-06-20 14:11:18 UTC,5421,601,3,0.4303969
NMEG,US-Wjs,34.4255,-105.8615,2019-06-21 21:30:05 UTC,5441,601,6,0.6649055
NMEG,US-Wjs,34.4255,-105.8615,2019-06-25 19:48:07 UTC,5502,601,5,0.6641557
NMEG,US-Wjs,34.4255,-105.8615,2019-06-29 18:06:35 UTC,5563,601,4,0.3555219
NMEG,US-Wjs,34.4255,-105.8615,2019-07-02 17:14:47 UTC,5609,601,7,0.3166651
NMEG,US-Wjs,34.4255,-105.8615,2019-07-10 13:53:53 UTC,5731,601,6,0.2864892
NMEG,US-Wjs,34.4255,-105.8615,2019-07-14 12:13:07 UTC,5792,601,4,0.092164
NMEG,US-Wjs,34.4255,-105.8615,2019-07-23 01:31:22 UTC,5925,601,2,0.1739189
NMEG,US-Wjs,34.4255,-105.8615,2019-08-14 16:17:17 UTC,6276,601,4,0.1713512
NMEG,US-Wjs,34.4255,-105.8615,2019-08-17 15:26:46 UTC,6322,601,2,0.2779925
NMEG,US-Wjs,34.4255,-105.8615,2019-08-19 21:57:45 UTC,6357,600,4,0.5893709
NMEG,US-Wjs,34.4255,-105.8615,2019-08-21 13:48:36 UTC,6383,601,2,0.2650751
NMEG,US-Wjs,34.4255,-105.8615,2019-08-23 20:19:32 UTC,6418,600,10,0.5366386
NMEG,US-Wjs,34.4255,-105.8615,2019-09-03 16:13:36 UTC,6586,601,11,0.4664829
NMEG,US-Wjs,34.4255,-105.8615,2019-09-07 14:34:48 UTC,6647,601,5,0.5858929
NMEG,US-Wjs,34.4255,-105.8615,2019-09-11 12:56:20 UTC,6708,601,9,0.0438161
NMEG,US-Wjs,34.4255,-105.8615,2019-09-28 22:18:31 UTC,6978,601,2,0.6578797
NMEG,US-Wjs,34.4255,-105.8615,2019-10-05 19:51:56 UTC,7085,601,2,0.6332454
NMEG,US-Wjs,34.4255,-105.8615,2019-10-09 18:14:39 UTC,7146,601,2,0.5903797
