Date,SOILT_O1_5cm,SOILT_O2_5cm,SOILT_O3_5cm,SOILT_J1_5cm,SOILT_J2_5cm,SOILT_J3_5cm,SOILT_P1_5cm,SOILT_P2_5cm,SOILT_P3_5cm,SOILT_P4_5cm,SOILT_P5_5cm,SOILT_5cm_gf,SOILT_O1_10cm,SOILT_O2_10cm,SOILT_O3_10cm,SOILT_J1_10cm,SOILT_J2_10cm,SOILT_J3_10cm,SOILT_P1_10cm,SOILT_P2_10cm,SOILT_P3_10cm,SOILT_P4_10cm,SOILT_P5_10cm,SOILT_10cm_gf,SOILT_O1_30cm,SOILT_O2_30cm,SOILT_O3_30cm,SOILT_J1_30cm,SOILT_J2_30cm,SOILT_J3_30cm,SOILT_P1_30cm,SOILT_P2_30cm,SOILT_P3_30cm,SOILT_P4_30cm,SOILT_P5_30cm,SOILT_30cm_gf,SWC_O1_5cm,SWC_O2_5cm,SWC_O3_5cm,SWC_J1_5cm,SWC_J2_5cm,SWC_J3_5cm,SWC_P1_5cm,SWC_P2_5cm,SWC_P3_5cm,SWC_P4_5cm,SWC_P5_5cm,SWC_5cm_gf,SWC_O1_10cm,SWC_O2_10cm,SWC_O3_10cm,SWC_J1_10cm,SWC_J2_10cm,SWC_J3_10cm,SWC_P1_10cm,SWC_P2_10cm,SWC_P3_10cm,SWC_P4_10cm,SWC_P5_10cm,SWC_10cm_gf,SWC_O1_30cm,SWC_O2_30cm,SWC_O3_30cm,SWC_J1_30cm,SWC_J2_30cm,SWC_J3_30cm,SWC_P1_30cm,SWC_P2_30cm,SWC_P3_30cm,SWC_P4_30cm,SWC_P5_30cm,SWC_30cm_gf
05/10/2017,14.2355,13.7515,13.779875,10.09428125,10.2977604166667,11.4141875,10.5856458333333,12.960075,11.85293125,11.5265208333333,12.1984854166667,12.0633420454545,15.4170833333333,15.2718125,15.0062708333333,11.6514791666667,11.4642083333333,12.2929791666667,11.4900833333333,13.3986458333333,12.5238541666667,13.1051666666667,13.3882916666667,13.1827159090909,16.4532083333333,15.6635625,16.0909583333333,12.2677291666667,12.1400416666667,13.3531666666667,12.1839583333333,13.7459166666667,13.3724166666667,14.0121875,14.5315208333333,13.9831515151515,0.0930589583333333,NaN,0.0750779166666667,0.0963172916666667,0.0801966666666667,NaN,0.117891041666667,0.0604077083333333,0.054989375,0.108454583333333,0.058129375,0.0827247685185185,0.139555625,0.117772708333333,0.103489583333333,0.118570416666667,0.0927135416666667,0.0859647916666667,0.11729625,0.107398333333333,0.0773739583333333,0.091749347826087,0.14878375,0.109224589015152,0.1322525,0.102126808510638,0.0882908333333333,0.0854208695652174,0.0701034782608696,0.0716534042553191,0.0916260869565217,0.077555,0.142516041666667,NaN,0.138014042553192,0.100182893518519
05/11/2017,15.37553125,15.5735229166667,15.1338041666667,11.3738416666667,10.47605,11.462975,10.8619770833333,13.65256875,12.2889,12.2140208333333,13.0486,12.8601628787879,15.1233541666667,14.6625208333333,14.6666041666667,11.4772208333333,10.7716270833333,11.8296458333333,11.0568541666667,13.2115208333333,12.5073541666667,13.3489791666667,12.7747291666667,12.8573100378788,15.1271041666667,14.558625,14.7297708333333,11.5258333333333,11.1880625,12.5198541666667,11.7175,13.0804166666667,12.8455208333333,13.47725,13.3532083333333,13.1021041666667,0.103228958333333,NaN,0.0835077083333333,0.0946706521739131,0.0785654166666667,NaN,0.113686666666667,0.059533488372093,0.05202375,0.104295957446809,0.0570875555555556,0.083453607390873,0.135883541666667,0.116956304347826,0.100240208333333,0.117555208333333,0.091344375,0.0852059090909091,0.11475125,0.105352916666667,0.0761339583333333,0.0909582926829268,0.144914347826087,0.107436310290404,0.129478913043478,0.100634782608696,0.0866397916666667,0.08539175,0.0694239024390244,0.071357619047619,0.0913451162790698,0.0774047916666667,0.135975416666667,NaN,0.13588511627907,0.0990109629629629
05/12/2017,18.2387854166667,18.2642791666667,17.813275,13.11063125,12.2363208333333,12.5032916666667,11.8742208333333,15.5891416666667,13.6310479166667,13.3017916666667,15.4812770833333,14.7312784090909,17.1775833333333,16.0266666666667,16.5780416666667,12.6278604166667,11.9973333333333,12.7277291666667,11.5080833333333,14.3854375,13.478375,14.4799583333333,14.3450833333333,14.1211047348485,15.692,14.9179375,15.2050208333333,11.8017083333333,11.1645833333333,12.7150208333333,11.722125,13.1730416666667,13.0188125,13.9427083333333,13.5340416666667,13.3533636363636,0.107080425531915,NaN,0.0846485714285714,0.0917970833333333,0.0771466666666667,NaN,0.109091458333333,0.0588122916666667,0.0481777083333333,0.100229166666667,0.0564297916666667,0.0814096759259259,0.13153625,0.117612666666667,0.0998721739130434,0.115493191489362,0.0908017777777778,0.0850136956521739,0.112233125,0.103710212765957,0.0753566666666667,0.0909288372093023,0.142828085106383,0.106167258627946,0.130051086956522,0.100458139534884,0.0864824444444444,0.0851585416666666,0.0697191111111111,0.0716397674418605,0.0912942553191489,0.0778179069767442,0.134623404255319,NaN,0.136173720930233,0.0985155982142857
05/13/2017,20.1925833333333,20.0978333333333,19.5337708333333,14.7821104166667,13.8730416666667,13.6477916666667,13.0229375,17.0806666666667,15.0410833333333,14.2398125,17.3195208333333,16.2573774621212,19.072125,17.5298125,18.3768333333333,14.1608333333333,13.5432708333333,13.7486458333333,12.352375,15.7623333333333,14.7086041666667,15.4305833333333,16.0290208333333,15.5194943181818,16.9311666666667,15.8505416666667,16.3612291666667,12.6998958333333,11.831625,13.2484791666667,12.1611666666667,13.8196666666667,13.6631041666667,14.6283333333333,14.3164791666667,14.1374261363636,0.103369791666667,NaN,0.0829927659574468,0.0847866666666667,0.074846875,NaN,0.102590208333333,0.0541297916666667,0.0417272916666667,0.0966116666666667,0.0548855319148936,0.0773902281746032,0.123847916666667,0.117787446808511,0.0977279166666667,0.114037916666667,0.0907588888888889,0.0844477083333334,0.109663541666667,0.101332708333333,0.0728885416666666,0.0918365957446809,0.139337708333333,0.104056159090909,0.130926363636364,0.100578,0.0865125531914894,0.0847204255319149,0.0704359090909091,0.0722916666666667,0.0913521739130435,0.0779030434782609,0.1325775,NaN,0.13633725,0.097718587962963
05/14/2017,20.1603125,20.2731041666667,19.5720416666667,15.5310416666667,13.8879791666667,13.9367708333333,13.8265833333333,17.7266041666667,15.8340208333333,14.6172083333333,16.9342916666667,16.5727234848485,19.411875,18.2227708333333,18.7500416666667,14.9897916666667,13.8664375,14.1485833333333,13.0581666666667,16.4689375,15.4966875,15.862,16.2763541666667,16.0501496212121,17.6067708333333,16.5596458333333,17.0238958333333,13.4641875,12.3854791666667,13.72,12.685875,14.40325,14.2552708333333,15.0722291666667,14.8783541666667,14.7322689393939,0.0938908333333333,NaN,0.0750410416666667,0.076103125,0.0709952083333333,NaN,0.0929083333333334,0.0474560416666667,0.0349620833333333,0.09195125,0.0530033333333333,0.07070125,0.114249583333333,0.116354042553191,0.0943685416666666,0.111269166666667,0.0897497916666667,0.0830645833333333,0.107022291666667,0.098874375,0.070840625,0.090115,0.133860833333333,0.100908634469697,0.13023152173913,0.100315681818182,0.0855521276595745,0.084635652173913,0.0704028571428571,0.0724133333333333,0.0913827659574468,0.0774756521739131,0.130348043478261,NaN,0.135886666666667,0.0979373585482804
05/15/2017,20.8179583333333,21.0149166666667,20.147375,15.2485416666667,14.0473333333333,13.9839166666667,13.7829375,18.0826458333333,15.7347708333333,14.6711875,17.8370625,16.8516950757576,19.7689791666667,18.6122291666667,19.0620833333333,15.2243958333333,13.899125,14.2429791666667,13.4163333333333,16.8114375,15.6177708333333,16.0945416666667,16.6322708333333,16.3074678030303,17.8356458333333,16.9230416666667,17.2322291666667,13.9357916666667,12.5122916666667,13.925625,13.1452916666667,14.8150625,14.6669583333333,15.3605416666667,15.067625,15.0381912878788,0.085398125,NaN,0.0661520833333333,0.0666995833333333,0.06636625,NaN,0.0816129166666667,0.039995625,0.0277470833333333,0.0886034782608696,0.0509202083333334,0.0636090162037037,0.106203333333333,0.114800217391304,0.0907097916666667,0.108795,0.0885721276595745,0.0818922916666667,0.104465625,0.0965504166666667,0.0683864583333333,0.0890035714285714,0.1305075,0.098246718013468,0.128954166666667,0.0993614893617021,0.084490625,0.0841684782608696,0.0704247619047619,0.0726551111111111,0.0912730434782609,0.077175625,0.127878936170213,NaN,0.135489230769231,0.0969558845899471
05/16/2017,16.9487291666667,16.9306041666667,16.1788520833333,12.7539208333333,12.1547,12.9868958333333,12.7082083333333,15.3735416666667,14.3361875,13.4469583333333,14.0611958333333,14.3527085227273,18.03675,17.7895833333333,17.32875,14.2541041666667,12.9951041666667,13.7006041666667,13.1603541666667,15.6368958333333,14.8126875,15.0996458333333,15.2261875,15.2764242424242,17.9332708333333,17.1133958333333,17.3476458333333,13.9632083333333,12.6392083333333,14.0470416666667,13.2984166666667,14.9510625,14.7372916666667,15.2625,15.2806041666667,15.1430587121212,0.077089375,NaN,0.0586710416666667,0.0618295121951219,0.0614929166666667,NaN,0.07238,0.035869375,0.0230764583333333,0.0843129787234043,0.0474004166666667,0.0578740211640212,0.0990916666666667,0.111340625,0.08696,0.105124791666667,0.0868402083333333,0.0805375,0.10226375,0.094059375,0.0663383333333334,0.0868893181818182,0.124045833333333,0.0949327518939394,0.125773333333333,0.0981112765957447,0.083304375,0.0835453333333333,0.0703865217391304,0.071169375,0.0911514583333333,0.076135,0.125235833333333,NaN,0.135282173913043,0.0960378541666667
05/17/2017,15.4685916666667,15.6639708333333,15.0200979166667,10.6856125,10.25036875,10.8221020833333,11.2400645833333,14.201075,12.530375,12.07103125,12.7152479166667,12.7880488636364,15.5063958333333,15.3956458333333,14.7777291666667,11.8897979166667,10.8105895833333,11.6239375,11.987,13.8828541666667,13.0975208333333,13.6000625,12.72119375,13.2084297348485,16.0288958333333,15.5774791666667,15.3898541666667,12.6482708333333,11.6372708333333,13.0614791666667,12.8509166666667,14.0835625,13.8918541666667,14.1986458333333,13.8668541666667,13.9304621212121,0.0871147916666667,NaN,0.0690670833333333,0.0605020833333333,0.0605376595744681,NaN,0.0687097916666667,0.0386641666666667,0.02261,0.081459347826087,0.0470529787234043,0.0596745965608466,0.0965310638297873,0.10766875,0.0832427083333333,0.102550833333333,0.0848417021276596,0.0792723913043478,0.100418125,0.0918529166666667,0.0647168085106383,0.0855616666666666,0.119316170212766,0.0925079007034632,0.122465416666667,0.096201914893617,0.08102625,0.0829129166666667,0.0694054761904762,0.0705635555555556,0.0908375555555555,0.0756472916666666,0.121002291666667,NaN,0.133213023255814,0.0944291569940476
05/18/2017,17.5544375,17.1863333333333,16.9150208333333,12.2304020833333,11.05689375,11.4458958333333,11.7510416666667,15.4084375,13.0122291666667,12.81425,14.3416666666667,13.9742371212121,17.290125,16.267625,16.5230833333333,12.8339583333333,11.5238541666667,12.0528541666667,12.024375,14.767375,13.4370208333333,14.2720416666667,14.142125,14.1031306818182,16.4235,15.5764791666667,15.762375,12.485,11.4344583333333,12.8215625,12.5467291666667,14.0031875,13.6980208333333,14.3446458333333,13.9219791666667,13.9107215909091,0.0889060416666666,NaN,0.0709839130434783,0.0574439583333333,0.0593091666666667,NaN,0.0646677083333333,0.0387716666666667,0.02115625,0.079846875,0.0469952272727273,0.0591229538690476,0.0956527083333333,0.107497446808511,0.0830866666666667,0.101329791666667,0.084036875,0.0792160416666667,0.09938,0.0917785416666667,0.0631664583333333,0.0850822727272727,0.118838333333333,0.0917597045454545,0.120191063829787,0.0949708510638298,0.0798365957446809,0.0813931914893617,0.0690925,0.0701754347826087,0.0906374468085106,0.07469,0.117491489361702,NaN,0.131361463414634,0.0928286869212963
05/19/2017,17.717875,17.4252708333333,16.8671625,11.1062895833333,10.7590625,10.8653104166667,11.08279375,15.1245833333333,12.5024979166667,12.5136041666667,14.5690875,13.6848670454545,17.2481458333333,16.1942916666667,16.3947291666667,12.332625,11.0665083333333,11.5566458333333,11.7157708333333,14.5633333333333,13.0550833333333,14.0380416666667,14.0201458333333,13.8350291666667,16.3763125,15.4879166666667,15.6961458333333,12.3371041666667,11.1608541666667,12.5277708333333,12.3932916666667,13.97575,13.5041041666667,14.2460625,13.8229166666667,13.7752935606061,0.0869161702127659,NaN,0.0689862222222222,0.0532885416666667,0.0579435416666667,NaN,0.0600070833333333,0.0374147916666667,0.019373125,0.0775989583333333,0.0471154347826087,0.056385150462963,0.0937841666666667,0.106723913043478,0.0820491666666667,0.099085,0.08302875,0.0787611111111111,0.098364375,0.0907770833333333,0.0628295833333333,0.0843258536585366,0.117580425531915,0.0907272984006734,0.11935,0.0942414583333333,0.0793655319148936,0.081305,0.0688462162162162,0.0696180952380953,0.0903886666666667,0.0745668085106383,0.115979333333333,NaN,0.130845853658537,0.0925065018187831
05/20/2017,18.6865020833333,18.49574375,17.87285,11.6086145833333,11.3516395833333,10.99893125,11.2010333333333,15.7595645833333,12.8296104166667,12.7656875,15.4333645833333,14.2730492424242,17.8994375,16.6556458333333,17.0311875,12.3064395833333,11.4709979166667,11.5789875,11.5066875,14.74175,13.13025,14.1936458333333,14.5993333333333,14.1013056818182,16.605875,15.6326458333333,15.8984583333333,12.1197291666667,11.119,12.383625,12.2022708333333,13.90025,13.380125,14.2447291666667,13.924625,13.7646666666667,0.0824470833333333,NaN,0.066636875,0.0491735416666667,0.0562225,NaN,0.05556,0.0341429166666667,0.0183402083333333,0.0760708510638298,0.0471895652173913,0.0539668849206349,0.0920079166666667,0.106651458333333,0.08147875,0.0983872340425532,0.082346170212766,0.0786660869565217,0.0970614583333333,0.0899229166666667,0.0617278723404255,0.0837367441860465,0.116217708333333,0.0900306214225589,0.118321063829787,0.0941211111111111,0.0789475,0.080684375,0.0689857777777778,0.0696813333333334,0.0900211111111111,0.0742080434782609,0.114735869565217,NaN,0.131031162790698,0.0919658348214286
05/21/2017,20.834125,20.7600416666667,20.1114166666667,13.9284520833333,13.2816208333333,12.6051666666667,12.6497291666667,17.62575,14.7361041666667,14.146,17.5966458333333,16.2068229166667,19.485375,17.92,18.6623333333333,13.5760625,12.9029791666667,12.7858958333333,12.144375,15.9388333333333,14.4571458333333,15.2714583333333,16.122625,15.3879166666667,17.3251041666667,16.2702083333333,16.6327708333333,12.5447708333333,11.5063125,12.722625,12.3481875,14.2335833333333,13.78475,14.7343541666667,14.4539791666667,14.2324223484848,0.0761783333333333,NaN,0.0603870833333333,0.044775,0.0538539583333333,NaN,0.0513385416666667,0.0318902083333333,0.017190625,0.075373125,0.0470926086956522,0.0509289236111111,0.0902541666666667,0.107491489361702,0.0813134042553192,0.0974948936170213,0.0824230434782609,0.0791689583333334,0.0965972340425532,0.090126976744186,0.0616229166666667,0.0841371428571428,0.117446666666667,0.0898802462121212,0.117359782608696,0.0940433333333333,0.0784117021276596,0.0801627083333333,0.0693590697674419,0.0699263043478261,0.0896669565217391,0.0742676086956522,0.11402511627907,NaN,0.13072275,0.0909906940310847
05/22/2017,21.7081458333333,21.5351666666667,20.85475,15.15841875,14.1940208333333,13.5465833333333,13.6576875,18.4177291666667,15.7945625,14.9760833333333,18.2988125,17.1038145833333,20.5639583333333,18.9675,19.6637291666667,14.7884791666667,13.9454791666667,13.7587916666667,13.019125,16.8622916666667,15.4903333333333,16.1163125,17.0982291666667,16.3885662878788,18.2435416666667,17.1259166666667,17.5430625,13.3868541666667,12.205,13.3935625,12.8594791666667,14.8578125,14.4850416666667,15.3740833333333,15.21525,14.9717821969697,0.0687195833333333,NaN,0.051085,0.0388302083333333,0.05000875,NaN,0.0461647916666667,0.0294235416666667,0.0155025,0.0739051111111111,0.0453289583333333,0.0463560619212963,0.08833125,0.10708829787234,0.080563125,0.0971529166666667,0.0822431914893617,0.0789782222222222,0.0959212765957447,0.0893788888888889,0.0597260416666667,0.0837760465116279,0.1179275,0.0892826624579124,0.115995531914894,0.0936967391304347,0.0777544680851064,0.0795872916666666,0.0697648780487805,0.0703717021276596,0.0895547826086957,0.0738491666666666,0.113641627906977,NaN,0.131540238095238,0.0910352854662698
05/23/2017,21.6208541666667,20.6214166666667,21.2507291666667,14.6374166666667,14.1886041666667,13.815625,13.3444583333333,18.3690625,14.6409583333333,14.7585,19.3632083333333,16.9646212121212,20.6856666666667,18.8859375,20.0755833333333,14.8895416666667,14.1375833333333,14.0582708333333,13.2313333333333,17.0107708333333,14.8765,15.9197708333333,17.789,16.5054507575758,18.6707083333333,17.4970208333333,18.0324166666667,13.88525,12.6473125,13.8051666666667,13.2675,15.2572708333333,14.747125,15.6129375,15.7040416666667,15.3751590909091,0.062955625,NaN,0.0445622916666667,0.0338816666666667,0.0456404166666667,NaN,0.042754375,0.0281453191489362,0.013981875,0.0728442553191489,0.0429552083333333,0.0430518460648148,0.0864160416666667,0.105694791666667,0.0787966666666667,0.0957236170212766,0.0817758333333333,0.078340625,0.0949789583333333,0.08839,0.0570758333333333,0.0836262222222222,0.116087826086957,0.0877936127946128,0.114158333333333,0.0927714893617021,0.076745,0.0789051111111111,0.06993725,0.0700208695652174,0.0894953333333334,0.0730676595744681,0.111931162790698,NaN,0.130621818181818,0.090696716765873
05/24/2017,22.0454583333333,21.7303541666667,21.6157916666667,15.1828395833333,14.4788333333333,13.9328333333333,13.6448958333333,18.7771041666667,15.8172916666667,15.1065416666667,19.2029166666667,17.4122600378788,20.835,19.07275,20.2123958333333,14.8562916666667,14.2610416666667,14.1369166666667,13.1486041666667,17.145125,15.4681458333333,16.2321666666667,17.7914583333333,16.6508996212121,18.7813958333333,17.5293541666667,18.2646666666667,13.857625,12.78575,13.9093958333333,13.2475,15.3830416666667,14.7607291666667,15.6751666666667,15.995625,15.4718409090909,0.0592622916666667,NaN,0.0405035416666667,0.0306660416666667,0.04229,NaN,0.0408227083333333,0.0273745833333333,0.0141933333333333,0.071041875,0.0407014583333333,0.0407617592592593,0.0845747916666666,0.104786956521739,0.0778902127659574,0.0947469565217391,0.0810447727272727,0.0778954545454545,0.0941602222222222,0.0876554545454546,0.0566008333333333,0.0834995555555556,0.115647608695652,0.0870340155723906,0.113087872340426,0.0923308888888889,0.0760291666666667,0.079015,0.0701209756097561,0.0695769047619048,0.0890551063829787,0.0733691489361702,0.111651818181818,NaN,0.131509,0.0902494341931217
05/25/2017,22.8464375,22.4474375,22.4329166666667,17.5149375,15.6136458333333,15.360125,15.2056458333333,19.8801875,17.6750416666667,16.3138541666667,20.038125,18.6662140151515,21.7437083333333,19.9866875,21.0635833333333,16.339375,15.3277291666667,15.3677916666667,14.1225416666667,18.1075625,16.9254791666667,17.2122291666667,18.6759166666667,17.7156912878788,19.4683958333333,18.2040208333333,18.909875,14.5900208333333,13.3208125,14.51625,13.6908125,15.8701666666667,15.47775,16.33825,16.5658333333333,16.0865625,0.05552125,NaN,0.0361966666666667,0.0269920833333333,0.0382464583333333,NaN,0.0381775,0.0258833333333333,0.013140625,0.070350625,0.0379210416666667,0.0380477314814815,0.0831691666666667,0.10414875,0.0765346808510638,0.0946391666666667,0.0809691666666667,0.0777997872340425,0.0936095744680851,0.0869627083333333,0.0542427083333333,0.0836644444444445,0.1155475,0.0865274715909091,0.111454893617021,0.0917966666666667,0.0751035416666666,0.0787270833333333,0.0704888636363636,0.0696058139534884,0.0887382978723404,0.0731035416666667,0.111112444444444,NaN,0.131065365853659,0.0895994026124339
05/26/2017,23.2223958333333,23.3448333333333,22.89475,17.2198333333333,15.4479583333333,15.5136666666667,15.4745416666667,20.4751875,17.78725,16.4286875,20.3380208333333,18.9224659090909,21.9452291666667,20.3865,21.2693125,16.6065416666667,15.2506041666667,15.6398333333333,14.6736041666667,18.5723958333333,17.2660625,17.5391666666667,18.7857291666667,17.9940890151515,19.6830416666667,18.5174583333333,19.1154375,15.1301458333333,13.6032916666667,14.972875,14.22575,16.275,15.9809791666667,16.6702083333333,16.8130625,16.4533863636364,0.0530391666666667,NaN,0.033685625,0.0235516666666667,0.0341675,NaN,0.0352939583333333,0.024720625,0.01178,0.0681908333333333,0.0353675,0.0355329861111111,0.0815702083333333,0.103552083333333,0.07524375,0.09332875,0.079995625,0.07676125,0.092723125,0.0861253191489361,0.05143,0.0826045,0.11453170212766,0.0852450267255892,0.110217173913043,0.0911951063829787,0.0740075,0.0781777777777778,0.070276511627907,0.0689986363636364,0.0884091666666666,0.0727145833333333,0.110482888888889,NaN,0.130632195121951,0.0889810909391534
05/27/2017,23.5482916666667,23.4251458333333,23.0848541666667,17.2086041666667,15.7808125,15.7300833333333,15.4391041666667,20.3816041666667,17.6799791666667,16.5919791666667,20.82675,19.0633825757576,22.3272083333333,20.8135,21.6148333333333,16.7010833333333,15.4867708333333,15.8928958333333,14.86625,18.727875,17.3107291666667,17.7534791666667,19.2046666666667,18.2453901515152,20.0718541666667,18.9832708333333,19.5092291666667,15.3645208333333,13.7784791666667,15.2977291666667,14.5552708333333,16.6360416666667,16.3001041666667,16.9890833333333,17.1980625,16.7894223484848,0.05083375,NaN,0.031279375,0.0210535416666667,0.0312577083333333,NaN,0.0330410416666667,0.0235163829787234,0.0106452083333333,0.0663029787234042,0.0328160416666667,0.0333573408564815,0.0805291666666667,0.102381666666667,0.073986875,0.0926312765957447,0.0790376086956522,0.0757540425531915,0.0916925,0.0852297916666667,0.0483410416666667,0.0821648780487805,0.113496875,0.0841778484848485,0.108911304347826,0.0902375,0.0734285106382979,0.0772140425531915,0.0702935,0.0684106818181818,0.0878835555555555,0.0720751111111111,0.109067906976744,NaN,0.130521395348837,0.0885462937334656
05/28/2017,23.8313541666667,23.2845416666667,23.763125,17.1320208333333,15.6966875,15.7900833333333,15.3367291666667,20.7491458333333,17.074125,16.6261666666667,21.5589583333333,19.1675397727273,22.5539791666667,20.8332708333333,22.0341041666667,16.669875,15.5433125,15.9536666666667,14.8363333333333,18.8941875,16.9286458333333,17.6893958333333,19.6303333333333,18.3242821969697,20.341125,19.1925625,19.8175208333333,15.5000625,14.0026458333333,15.4971458333333,14.70075,16.8441666666667,16.3653958333333,17.1018333333333,17.4938333333333,16.9870037878788,0.0493470212765957,NaN,0.0296079545454545,0.0193325,0.02901,NaN,0.03214,0.0235341666666667,0.00988520833333333,0.0642427083333333,0.031071875,0.0320222242890212,0.0794114583333333,0.10122,0.0727034042553191,0.0915446666666667,0.0785466666666667,0.0749952083333333,0.0910369565217391,0.0845639583333333,0.0457327083333333,0.0819616279069768,0.112829583333333,0.0830918560606061,0.107717872340426,0.0897021276595745,0.0724885416666667,0.0763482978723404,0.0703371428571429,0.0678432558139535,0.0876284782608696,0.0714734042553191,0.107976590909091,NaN,0.129748780487805,0.0879077290013227
05/29/2017,22.1716458333333,21.8488333333333,21.9697291666667,16.9704583333333,14.9464375,15.5646875,15.6556875,20.2841666666667,17.4759791666667,16.4662291666667,19.1365416666667,18.4082178030303,21.9839583333333,20.6982083333333,21.5127708333333,16.7841875,15.1760208333333,15.8853541666667,15.0299166666667,19.0017083333333,17.2826458333333,17.7110625,18.9065833333333,18.1793106060606,20.56325,19.3441875,20.1406041666667,15.650875,14.1054583333333,15.6588541666667,14.813625,17.1225833333333,16.5140416666667,17.2250208333333,17.7711458333333,17.1736041666667,0.048001875,NaN,0.029,0.0186370833333333,0.0275752083333333,NaN,0.032139375,0.0239366666666667,0.010265625,0.0615610416666667,0.02942875,0.0311717361111111,0.078059375,0.100335208333333,0.0712679166666667,0.0904279166666667,0.07732875,0.0742645833333333,0.0907075,0.0839922916666666,0.0440485416666667,0.0805174468085107,0.109447291666667,0.0818589962121212,0.106567872340426,0.0889258695652174,0.0716876595744681,0.0756223913043478,0.0701326190476191,0.0672931111111111,0.0873569565217391,0.0710082222222222,0.106654545454545,NaN,0.129194888888889,0.087521134837963
05/30/2017,21.1203541666667,21.2488125,21.0940625,17.2745833333333,14.2932916666667,14.888625,15.5937916666667,20.0475416666667,17.2054791666667,16.2351041666667,18.0959166666667,17.9179602272727,20.5071666666667,19.7045416666667,20.0402916666667,16.4112083333333,14.2722708333333,15.2020625,14.9797291666667,18.548,16.9840833333333,17.3189583333333,17.435,17.4003011363636,19.70625,18.7956875,19.2224166666667,15.4730416666667,13.73875,15.413875,14.9119166666667,17.030125,16.4518541666667,16.9895833333333,17.1203125,16.8048920454545,0.04882125,NaN,0.0292535,0.0179117777777778,0.0272625,NaN,0.0325353191489362,0.0240325,0.0104308333333333,0.0599835416666667,0.0289389583333333,0.0314161607142857,0.0767993617021277,0.0985710869565218,0.0695512765957447,0.0896163043478261,0.07581125,0.073055625,0.0899927659574468,0.08275,0.0419477083333333,0.0792886956521739,0.106035208333333,0.0802046325757576,0.105091666666667,0.087885,0.0707852083333333,0.0755595744680851,0.0699562222222222,0.0663446666666667,0.086961914893617,0.0708582978723404,0.106148,NaN,0.127444,0.0865979021164021
05/31/2017,20.4363958333333,19.6679791666667,20.0529791666667,17.0748333333333,14.6623125,15.3924375,15.785375,19.0191666666667,17.1515208333333,16.2373333333333,18.146,17.6023939393939,20.4261041666667,19.3795,19.8738125,16.6581666666667,14.5737083333333,15.5935,15.2283958333333,18.3187291666667,17.0349583333333,17.1261458333333,17.7112083333333,17.4476571969697,19.6844166666667,18.6772708333333,19.1684583333333,15.6785416666667,13.6905,15.5013958333333,15.0569166666667,17.1292708333333,16.5349375,17.0160416666667,17.0852083333333,16.8384507575758,0.04887125,NaN,0.029355,0.0174072916666667,0.0272970212765957,NaN,0.0321302083333333,0.0245352083333333,0.010195,0.0591616666666666,0.0287083333333333,0.0308576273148148,0.0767710416666667,0.0972260416666667,0.0684897916666667,0.0893991666666667,0.07522625,0.07266625,0.08949,0.0821589583333333,0.0398347916666667,0.0784722916666667,0.105205,0.0795399621212121,0.10381847826087,0.0869372340425532,0.0698233333333333,0.074349375,0.0696076595744681,0.0662695744680851,0.086606170212766,0.0701059574468085,0.105296382978723,NaN,0.12649829787234,0.0859481487268519
06/01/2017,20.5226666666667,20.1836875,20.1737083333333,17.0867916666667,14.0962083333333,14.9950625,15.8567291666667,19.4296875,17.1097708333333,16.0533541666667,17.6623958333333,17.5609147727273,19.9158125,18.808,19.3590625,16.4541458333333,14.1337708333333,15.2201666666667,15.2097083333333,18.2444791666667,16.9864375,16.9685208333333,17.0994166666667,17.1272291666667,19.041375,18.0551458333333,18.5480625,15.4937708333333,13.57175,15.3476041666667,15.0455,16.9199791666667,16.39975,16.7229583333333,16.709,16.5322632575758,0.06071,NaN,0.0383045833333333,0.0186693617021277,0.0285385416666667,NaN,0.0342841666666667,0.029446875,0.0115489130434783,0.0576991489361702,0.0300366666666667,0.0344799652777778,0.0760081818181818,0.0974057777777778,0.0679840909090909,0.0885741304347826,0.07406125,0.0723859090909091,0.0893158333333333,0.081950652173913,0.0396544444444444,0.0775077272727273,0.104174255319149,0.0792226124263468,0.103385625,0.0867391489361702,0.0696731111111111,0.0740802083333333,0.069512619047619,0.0660573333333334,0.0864465217391304,0.070027380952381,0.104923695652174,NaN,0.12543,0.0857455474537037
