Date,GPP_int,GPP_dayint,RECO_int,RECO_dayint,RECO_nightint,NEE_int,NEE_dayint,NEE_nightint,ET_int,ET_dayint,P_int,TA_avg,TA_max,RH_avg,SW_IN_avg,NETRAD_avg,PPFD_IN_avg,PPFD_IN_sum,VPD_avg,VPD_max,LE_avg,H_avg
01/01/2016,0.105960693681,0.0776276863434,0.7940232816858,0.3600448420446,0.4339784396412,0.6880625880048,0.2824171557012,0.4056454323036,0.272947455111851,0.293942628596304,0,-8.25447787234043,-5.14968,90.1051765957447,91.3764223404256,45.969404,183.290933008511,8614.6738514,0.0332031261702128,0.10628946,8.65146191489362,17.4323023404255
01/02/2016,0.34992177930882,0.22336442104302,0.6553252814904,0.2900358218826,0.3652894596078,0.30540350218158,0.06667140083958,0.238732101342,0.602680085498307,0.58329367000499,0.508,-2.02449645833333,2.14295,22.6299604166667,143.296978958333,50.4894158333333,281.021619472917,13489.0377347,0.422474268541666,0.60595166,18.0030448708333,19.7684608333333
01/03/2016,0.46662596345016,0.27285031204596,0.6952011649074,0.3028463100756,0.3923548548318,0.22857520145724,0.02999599802964,0.1985792034276,0.344971364182821,0.303296657862876,0.254,-0.186116041666667,3.23388,32.9936625,154.350502708333,43.6908718541667,310.889507054167,14922.6963386,0.408676546458333,0.62576484,10.247445625,29.3902110416667
01/04/2016,0.2998581077988,0.2149688495106,0.6991293960882,0.2599356985722,0.439193697516,0.3992712882894,0.0449668490616,0.3543044392278,0.209020003278666,0.166142427525171,0,-3.24948479166667,-0.32755,53.3484854166667,94.458148125,29.19520013125,191.770410415208,9204.97969993,0.229316251458333,0.42163428,6.31093583333333,8.72362708333333
01/05/2016,0.47405540665602,0.4060324483434,0.6440976653346,0.2243683818576,0.419729283477,0.17004225867858,-0.1816640664858,0.35170632516438,0.388294707712938,0.377751299126779,0.254,-4.70039958333333,-2.83515,93.6216979166667,44.590890625,26.0162641520833,89.9175317504167,4316.04152402,0.0274769491666667,0.03052807,11.8261672916667,10.3840420833333
01/06/2016,0.306949921074,0.2828459411946,0.8792740662696,0.2942267552532,0.5850473110164,0.5723241451956,0.0113808140586,0.560943331137,0.525211442272875,0.490216700889265,13.97,-4.79890875,-3.24762,93.2753520833334,38.942219375,23.8691856229167,87.9232909708333,4220.3179666,0.02852320625,0.03484924,16.0637354166667,9.5326695625
01/07/2016,0.2527396130016,0.2315514306888,0.6389673948936,0.2326278805308,0.4063395143628,0.386227781892,0.001076449842,0.38515133205,0.945196827636527,0.868361306299212,12.446,-7.38783777083333,-4.66684,92.0935854166666,53.4846854166667,33.1834958744681,115.62824978125,5550.1559895,0.0278417225,0.03561221,29.147955,3.83731666666667
01/08/2016,0.2509260144588,0.2248899379128,0.6120832168332,0.2078528220594,0.4042303947738,0.3611572023744,-0.0170371158534,0.3781943182278,0.702559425866459,0.665420121671727,10.668,-8.6783099375,-6.1629,90.6998291666667,56.8550475,25.8114818638298,128.12100816875,6149.8083921,0.0296191004166667,0.03597523,21.8756962083333,14.98838375
01/09/2016,0.4032238417452,0.3777174070596,0.6532952687496,0.2232874999566,0.430007768793,0.2500714270044,-0.154429907103,0.4045013341074,0.926732800955,0.902493905215869,0,-9.39983860416667,-7.10191,88.5515958333334,125.025439166667,49.6368032291667,217.758872925208,10452.42590041,0.034526344375,0.06729303,28.757585625,22.14694375
01/10/2016,0.2828219432166,0.2502554331222,0.5361121692846,0.2188807793622,0.3172313899224,0.253290226068,-0.03137465376,0.284664879828,0.803129994509523,0.813211689548982,0,-10.738681875,-6.69811,76.8055395833333,140.615229958333,36.4769603191489,283.145880687083,13591.00227298,0.0650407177083333,0.16069381,24.959742,28.2573291666667
01/11/2016,0.2265828763518,0.2219727134394,0.936420364801799,0.5457882404934,0.3906321243084,0.70983748845,0.323815527054,0.386021961396,1.4732943693806,1.3921202957405,0,-6.4027775,-1.92206,48.04123125,163.3545275,46.362939326087,326.520485570833,15672.9833074,0.211212396458333,0.37996069,45.0657788958333,-7.53056666666666
01/12/2016,0.3601076691834,0.2495968940142,0.5998888713204,0.303948336141,0.2959405351794,0.239781202137,0.0543514421268,0.1854297600102,0.998154341839691,0.892717835695723,0,-0.189398541666667,4.15893,17.4743854166667,164.719893125,31.3680273191489,328.925642277083,15788.4308293,0.505697846666667,0.72968892,29.6287115833333,-22.587625
01/13/2016,0.40635354993696,0.2735251481592,0.410959860201,0.1870395486984,0.2239203115026,0.00460631026404001,-0.0864855994608,0.09109190972484,0.61444602246032,0.563329478782435,0,1.65257208333333,6.1307,19.064825,163.286066666667,59.0977971707317,329.474966614583,15814.7983975,0.566769483125,0.79806244,18.0164979166667,36.3445166666667
01/14/2016,0.47862546267744,0.3701649407058,0.2837036851398,0.1158992725014,0.1678044126384,-0.19492177753764,-0.2542656682044,0.05934389066676,0.54179898469656,0.50167907865126,0,-3.38643895833333,-0.69124,37.7668416666667,164.946696666667,39.8287627234043,330.00895856875,15840.4300113,0.305931705,0.49954905,16.3877420833333,67.362325
01/15/2016,0.4945076963784,0.4710685685886,0.390269063007,0.0889695199026,0.3012995431044,-0.1042386333714,-0.382099048686,0.2778604153146,0.36733490474822,0.348997977968807,0,-6.927315625,-3.25974,68.5936791666666,80.3062458333333,16.4402821979167,172.819145947917,8295.3190055,0.116917926458333,0.26408934,11.2847385,34.22813125
